Symbol,marketCap,trailingPE,forwardPE,pegRatio,priceToBook,trailingEps,forwardEps,bookValue,payoutRatio,beta,fiveYearAvgDividendYield,52WeekChange,averageVolume,enterpriseToRevenue,profitMargins
CMI,-0.19551018449009863,-0.27619786756515646,-0.24091072386134757,-0.0686226552304656,-0.12519233097300347,0.23401182976239002,0.4002141008626919,-0.04352010237957114,-0.07134580550844029,-0.1652298616995576,0.44257036374166275,0.4944705789161011,-0.2746504512963772,-0.7413802659142256,-0.6004910869110563
CVS,-0.07562763021707282,-0.612163405268974,-0.4206625608070874,-0.44265104063093114,-0.233400765324197,-0.10672162133247154,-0.1327507410904507,-0.04405114495551035,-0.07742677041139555,-1.1947477183918638,0.6573518879808362,-1.1295968962517113,0.24587086703378594,-0.9655060192013228,-0.8757153100649768
DHR,0.28249855293574017,0.4216712982965811,0.2140497409580454,0.016286087432283793,-0.1516086760457489,-0.11365870955835494,-0.08453185203094775,-0.04356096402301031,-0.13173615884828846,-0.42956552760704164,-0.9598266474670568,0.05585580291220937,-0.17541685923291903,0.7523261556815448,0.30242576619655154
DRI,-0.28151264239561796,-0.41639546946364786,-0.23536786535060267,-0.07157833931049801,-0.0025446880338721007,0.017329838706855297,-0.01439528612621616,-0.04624724657200526,-0.04328944868468223,0.5953148612623265,0.6004979550939961,-0.4939132000170516,-0.2399125495110407,-0.6004043694960959,-0.34600900871873286
DVA,-0.29787006197353105,-0.44277508221050993,-0.25265212715769436,-0.09683600326713863,0.3965723421941211,0.047526575690112496,0.013367104544406752,-0.0468150752129577,-0.17220608244338015,-0.42029059196116497,-1.19355948266851,2.211830830618726,-0.27468044883307435,-0.6205437832701145,-0.5131360187841366
DAY,-0.31057059602807124,4.970513422793001,0.19701434242238267,-0.08232628141970678,-0.14411176355327351,-0.3238116764012935,-0.32306923502985263,-0.04638878029552379,-0.17220608244338015,0.5698087882361654,-1.19355948266851,-1.2215950892316367,-0.2257902662482656,0.28214063410594376,-0.8088793972900034
DECK,-0.26394374588055625,-0.08179391136254753,0.08650371120179681,-0.05250074206665242,0.08221302551553603,-0.12345224587724918,-0.17877786246543084,-0.046489081868473545,-0.17220608244338015,0.010993915572098579,-1.19355948266851,1.66270271063743,-0.20273359092418808,0.008164846724741277,0.33640138618724985
DE,0.019791300262162942,-0.5488827561999532,-0.1568410121185931,-0.16347324434423308,-0.12278894409756679,0.8599820261450457,0.42615001846287914,-0.04274733036634356,-0.13100224618185746,-0.2672541538042004,-0.36601890398228354,-0.7392047736254956,-0.234427526036017,-0.4386908588948184,0.06928066522121533
DELL,-0.05426066816816331,-0.28925129537979755,-0.2884977861719115,-0.0893124437906925,-0.2658016705368015,-0.1140667735716422,-0.05750005058849911,-0.047426094399306964,-0.10925752025617488,-0.20464833819453332,-1.19355948266851,1.6181401724591866,0.35118978144009805,-0.8107715133732202,-0.7018973106771146
DAL,-0.22731410462422608,-0.7224618436715321,-0.4484680752507461,-0.09656730471440841,-0.18905190402897604,-0.041839443219797316,-0.14699723103984935,-0.046082212110550226,-0.15912150543208745,0.7205264924816611,0.2593743577729561,0.7938893869731731,0.20042494707156278,-0.8650083504676067,-0.4500916802550917
DVN,-0.25609551810330544,-0.7307246049411578,-0.4507551428962465,-0.08850634813250183,-0.2055420990945123,-0.11039419745205686,-0.21165437773327375,-0.0461509676478915,-0.0944744686919987,2.350596432244479,1.920772618799502,-1.3900717627778914,0.10705300132781088,-0.6241329857248901,0.7416545575573255
DXCM,-0.2539586822215927,0.24763565515549488,0.3096770230514417,-0.058680808779447466,0.06782151895155616,-0.2703552906606625,-0.32672218117072405,-0.04688727117364553,-0.17220608244338015,0.3077918562401506,-1.19355948266851,-1.4611619950912484,0.02234152429768823,0.28812263819723644,0.236630672330744
FANG,-0.1702435253912735,-0.6742535516988921,-0.37476466627187227,-0.0796392958924046,-0.21088347232409754,0.4527341408843609,0.2310826945403444,-0.042031986958208575,-0.07170227216272967,1.9216306586226846,1.1374517656919292,-0.7213798748783707,-0.19852952609067684,-0.18226228351474086,1.9012837195050913
